,model,sentence,correct,txt,sent_type
203,gpt-4-turbo,While the gymnast swung the bat fell on the road,True,"Splitted:
1. The gymnast swung.
2. The bat fell on the road.",GP_reflexive
204,gpt-4-turbo,While Bill trained the athletes started the game.,True,"Splitted:
1. Bill trained.
2. The athletes started the game.",GP_reflexive
205,gpt-4-turbo,While the dog moved the bone went bad.,True,"Splitted: 
1. The dog moved.
2. The bone went bad.",GP_reflexive
206,gpt-4-turbo,While the river flooded the valley kept on living quietly.,True,"Splitted:
1. The river flooded.
2. The valley kept on living quietly.",GP_reflexive
207,gpt-4-turbo,While the log broke the window moved on its axis.,True,"Splitted:
1. The log broke the window.
2. The window moved on its axis.",GP_reflexive
208,gpt-4-turbo,While the match lit the fire warmed the children.,True,"Splitted:
1. The match lit.
2. The fire warmed the children.",GP_reflexive
209,gpt-4-turbo,While the wave crashed the boat was stranded in the ocean.,True,"Splitted: 
1. The wave crashed.
2. The boat was stranded in the ocean.",GP_reflexive
210,gpt-4-turbo,While the man hunted the deer ran into the woods.,True,"Splitted:
1. The man hunted.
2. The deer ran into the woods.",GP_prob
211,gpt-4-turbo,While the man hunted the child ran into the woods.,True,"Splitted: 
1. The man hunted.
2. The child ran into the woods.",GP_improb
212,gpt-4-turbo,While the skipper sailed the boat veered off course.,True,"Splitted: 
1. The skipper sailed.
2. The boat veered off course.",GP_prob
213,gpt-4-turbo,While the skipper sailed the car veered off course.,True,"Splitted:
1. The skipper sailed.
2. The car veered off course.",GP_improb
214,gpt-4-turbo,While the orchestra performed the symphony played on the radio.,True,"Splitted:
1. The orchestra performed.
2. The symphony played on the radio.",GP_prob
215,gpt-4-turbo,While the orchestra performed the newsflash played on the radio.,True,"Splitted:
1. The orchestra performed.
2. The newsflash played on the radio.",GP_improb
216,gpt-4-turbo,While the bridesmaid ordered the dress got delivered.,True,"Splitted: 
1. The bridesmaid ordered the dress.
2. The dress got delivered.",GP_prob
217,gpt-4-turbo,While the bridesmaid ordered the tractor got delivered.,True,"Splitted: 
1. The bridesmaid ordered.
2. The tractor got delivered.",GP_improb
218,gpt-4-turbo,While Susan wrote the letter fell off the table.,True,"Splitted:
1. Susan wrote the letter.
2. The letter fell off the table.",GP_prob
219,gpt-4-turbo,While Susan wrote the Bible fell off the table.,True,"Splitted:
1. Susan wrote.
2. The Bible fell off the table.",GP_improb
220,gpt-4-turbo,While the farmer steered the tractor pulled the car.,True,"Splitted: 
1. The farmer steered the tractor. 
2. The tractor pulled the car.",GP_prob
221,gpt-4-turbo,While the farmer steered the tank pulled the car.,True,"Splitted: 
1. The farmer steered the tank.
2. The tank pulled the car.",GP_improb
222,gpt-4-turbo,While the lawyer studied the contract lay on the roll-top desk.,True,"Splitted:
1. The lawyer studied the contract.
2. The contract lay on the roll-top desk.",GP_prob
223,gpt-4-turbo,While the lawyer studied the cat lay on the roll-top desk.,True,"Splitted: 
1. The lawyer studied.
2. The cat lay on the roll-top desk.",GP_improb
224,gpt-4-turbo,While the clown juggled the balls fell on the ground.,True,"Splitted:
1. The clown juggled.
2. The balls fell on the ground.",GP_prob
225,gpt-4-turbo,While the clown juggled the cats fell on the ground.,True,"Splitted: 
1. The clown juggled.
2. The cats fell on the ground.",GP_improb
226,gpt-4-turbo,While Anne vacuumed the rug lost its colors.,True,"Splitted: 
1. Anne vacuumed the rug.
2. The rug lost its colors.",GP_prob
227,gpt-4-turbo,While Anne vacuumed the chameleon lost its colors.,True,"Splitted: 
1. Anne vacuumed. 
2. The chameleon lost its colors.",GP_improb
228,gpt-4o,While the secretary typed the memo neared completion.,True,"Splitted:  
1. While the secretary typed, the memo neared completion.  
2. The memo neared completion.",GP_prob
229,gpt-4o,While the secretary typed the drawing neared completion.,True,"Splitted:  
1. The secretary typed.  
2. The drawing neared completion.",GP_improb
230,gpt-4o,While the explorer paddled the canoe headed toward a waterfall.,True,"Splitted:  
1. The explorer paddled the canoe.  
2. The canoe headed toward a waterfall.",GP_prob
231,gpt-4o,While the explorer paddled the yacht headed toward a waterfall.,True,"Splitted:  
1. The explorer paddled.  
2. The yacht headed toward a waterfall.",GP_improb
232,gpt-4o,While the cowboy rode the horse sweated profusely.,True,"Splitted:  
1. The cowboy rode the horse.  
2. The horse sweated profusely.  ",GP_prob
233,gpt-4o,While the cowboy rode the leopard sweated profusely.,True,"Splitted: 
1. The cowboy rode. 
2. The leopard sweated profusely.",GP_improb
234,gpt-4o,While Tom grilled the hot dog began to burn.,True,"Splitted: 
1. Tom grilled. 
2. The hot dog began to burn.",GP_prob
235,gpt-4o,While Tom grilled the barn began to burn.,True,"Splitted: 
1. Tom grilled.
2. The barn began to burn.",GP_improb
236,gpt-4o,While the architect drew the building represented modern times style.,True,"Splitted:  
1. The architect drew the building.  
2. The building represented modern times style.",GP_prob
237,gpt-4o,While the architect drew the melody represented modern times style.,True,"Splitted:  
1. The architect drew the melody.  
2. The melody represented modern times style.",GP_improb
238,gpt-4o,While the chef stirred the soup boiled over.,True,"Splitted:  
1. The chef stirred the soup.  
2. The soup boiled over.",GP_prob
239,gpt-4o,While the chef stirred the acid boiled over.,True,"Splitted: 
1. The chef stirred. 
2. The acid boiled over.",GP_improb
240,gpt-4o,While the tourist explored the tunnel echoed with mysterious sounds.,True,"Splitted:  
1. The tourist explored the tunnel.  
2. The tunnel echoed with mysterious sounds.",GP_prob
241,gpt-4o,While the tourist explored the trunk echoed with mysterious sounds.,True,"Splitted:  
1. The tourist explored the trunk.  
2. The trunk echoed with mysterious sounds.",GP_improb
242,gpt-4o,While the woman drank the water spilled on the floor.,True,"Splitted:  
1. The woman drank.  
2. The water spilled on the floor.",GP_prob
243,gpt-4o,While the woman drank the mud spilled on the floor.,True,"Splitted: 
1. The woman drank. 
2. The mud spilled on the floor.",GP_improb
244,gpt-4o,While the snake swallowed the frog kicked vigorously.,True,"Splitted: 
1. The snake swallowed. 
2. The frog kicked vigorously.",GP_prob
245,gpt-4o,While the snake swallowed the hippo kicked vigorously.,True,"Splitted:  
1. The snake swallowed.  
2. The hippo kicked vigorously.",GP_improb
246,gpt-4o,While the lion attacked the baboon screamed in terror.,True,"Splitted:  
1. The lion attacked.  
2. The baboon screamed in terror.",GP_prob
247,gpt-4o,While the lion attacked the penguin screamed in terror.,True,"Splitted:  
1. The lion attacked.  
2. The penguin screamed in terror.",GP_improb
248,gpt-4o,While the maid dusted the picture tipped over.,True,"Splitted:  
1. The maid dusted.  
2. The picture tipped over.",GP_prob
249,gpt-4o,While the maid dusted the cow tipped over.,True,"Splitted:  
1. The maid dusted.  
2. The cow tipped over.",GP_improb
250,gpt-4o,While the teacher counted the children formed a line.,True,"Splitted:  
1. The teacher counted.  
2. The children formed a line.",GP_prob
251,gpt-4o,While the teacher counted the ants formed a line.,True,"Splitted:  
1. The teacher counted.  
2. The ants formed a line.",GP_improb
252,gpt-4o,While the champion raced the challenger stumbled and fell.,True,"Splitted:  
1. The champion raced.  
2. The challenger stumbled and fell.",GP_prob
253,gpt-4o,While the champion raced the spectator stumbled and fell.,True,"Splitted:   
1. The champion raced.   
2. The spectator stumbled and fell.",GP_improb
254,gpt-4o,While Jerry played the violin went out of tune.,True,"Splitted:  
1. Jerry played the violin.  
2. The violin went out of tune.",GP_prob
255,gpt-4o,While Jerry played the speakers went out of tune.,True,"Splitted:   
1. Jerry played.   
2. The speakers went out of tune.",GP_improb
256,gpt-4o,While the girl painted the rainbow slowly faded outside.,True,"Splitted:  
1. The girl painted.  
2. The rainbow slowly faded outside.",GP_prob
257,gpt-4o,While the girl painted the music slowly faded outside.,True,"Splitted: 
1. The girl painted. 
2. The music slowly faded outside.",GP_improb
258,gpt-4o,While Kendra parked the van bumped the curb.,True,"Splitted:   
1. Kendra parked the van.   
2. The van bumped the curb.",GP_prob
259,gpt-4o,While Kendra parked the horse bumped the curb.,True,"Splitted: 
1. Kendra parked. 
2. The horse bumped the curb.",GP_improb
260,gpt-4o,While Angela cleaned the dog stood in the yard.,True,"Splitted:  
1. Angela cleaned.  
2. The dog stood in the yard.",GP_prob
261,gpt-4o,While Angela cleaned the mailman stood in the yard.,True,"Splitted:  
1. Angela cleaned.  
2. The mailman stood in the yard.",GP_improb
262,gpt-4o,While the sailor smoked the pipe glowed brightly.,True,"Splitted:  
1. The sailor smoked the pipe.  
2. The pipe glowed brightly.",GP_prob
263,gpt-4o,While the sailor smoked the firefly glowed brightly.,True,"Splitted:  
1. The sailor smoked.  
2. The firefly glowed brightly.",GP_improb
264,gpt-4o,While the tourist filmed the dancer blocked the sidewalk.,True,"Splitted: 
1. The tourist filmed. 
2. The dancer blocked the sidewalk.",GP_prob
265,gpt-4o,While the tourist filmed the trashbags blocked the sidewalk.,True,"Splitted:  
1. The tourist filmed.  
2. The trashbags blocked the sidewalk.",GP_improb
266,gpt-4o,While the athlete wrestled the opponent shouted insults.,True,"Splitted:  
1. The athlete wrestled.  
2. The opponent shouted insults.",GP_prob
267,gpt-4o,While the athlete wrestled the audience shouted insults.,True,"Splitted:  
1. The athlete wrestled.  
2. The audience shouted insults.",GP_improb
268,gpt-4o,While the warrior fought the enemy retreated.,True,"Splitted:  
1. The warrior fought.  
2. The enemy retreated.",GP_prob
269,gpt-4o,While the warrior fought the rhino retreated.,True,"Splitted:  
1. The warrior fought.  
2. The rhino retreated.",GP_improb
270,gpt-4o,While Harry chewed the steak fell to the floor.,True,"Splitted:  
1. Harry chewed.  
2. The steak fell to the floor.",GP_prob
271,gpt-4o,While Harry chewed the book fell to the floor.,True,"Splitted:  
1. Harry chewed.  
2. The book fell to the floor.",GP_improb
272,gpt-4o,While Bill ate the turkey sat on the table.,True,"Splitted:  
1. Bill ate.  
2. The turkey sat on the table.",GP_prob
273,gpt-4o,While Bill ate the baby sat on the table.,True,"Splitted: 
1. Bill ate. 
2. The baby sat on the table.",GP_improb
274,gpt-4o,While Janet baked the bread rose in the oven.,True,"Splitted: 
1. Janet baked. 
2. The bread rose in the oven.",GP_prob
275,gpt-4o,While Janet baked the pressure rose in the oven.,True,"Splitted:  
1. Janet baked.  
2. The pressure rose in the oven.",GP_improb
276,gpt-4o,While the public cheered the team left the restaurant.,True,"Splitted:  
1. The public cheered.  
2. The team left the restaurant.",GP_prob
277,gpt-4o,While the public cheered the rats left the restaurant.,True,"Splitted:  
1. The public cheered.  
2. The rats left the restaurant.",GP_improb
278,gpt-4o,While the cleaner mopped the floor was filled with stains.,True,"Splitted:  
1. The cleaner mopped the floor.  
2. The floor was filled with stains.",GP_prob
279,gpt-4o,While the cleaner mopped the ceiling was filled with stains.,True,"Splitted: 
1. The cleaner mopped. 
2. The ceiling was filled with stains.",GP_improb
280,gpt-4o,While the chef cooked the meal impressed the couple.,True,"Splitted: 
1. The chef cooked the meal. 
2. The meal impressed the couple.",GP_prob
281,gpt-4o,While the chef cooked the cat impressed the couple.,True,"Splitted:  
1. The chef cooked.  
2. The cat impressed the couple.",GP_improb
282,gpt-4o,While the child finished the homework waited on the table.,True,"Splitted: 
1. The child finished the homework. 
2. The homework waited on the table.",GP_prob
283,gpt-4o,While the child finished the tax forms waited on the table.,True,"Splitted: 
1. The child finished the tax forms.  
2. The tax forms waited on the table.",GP_improb
284,gpt-4o,While the student knitted the sweater sold to the highest bidder.,True,"Splitted: 
1. The student knitted the sweater. 
2. The sweater was sold to the highest bidder.",GP_prob
285,gpt-4o,While the student knitted the painting sold to the highest bidder.,True,"Splitted: 
1. The student knitted. 
2. The painting sold to the highest bidder.",GP_improb
286,gpt-4o,While the astronomer observed the comet lit up the room.,True,"Splitted:
1. The astronomer observed the comet.
2. The comet lit up the room.",GP_prob
287,gpt-4o,While the astronomer observed the lightbulb lit up the room.,True,"Splitted: 
1. The astronomer observed. 
2. The lightbulb lit up the room.",GP_improb
288,gpt-4o,While the players started the game bored the children.,True,"Splitted:  
1. The players started the game.  
2. The game bored the children.",GP_prob
289,gpt-4o,While the players started the lesson bored the children.,True,"Splitted: 
1. The players started the lesson. 
2. The lesson bored the children.",GP_improb
290,gpt-4o,While the professor taught the students looked at the board.,True,"Splitted:  
1. The professor taught.  
2. The students looked at the board.",GP_prob
291,gpt-4o,While the professor taught the puppies looked at the board.,True,"Splitted:  
1. The professor taught.  
2. The puppies looked at the board.",GP_improb
292,gpt-4o,While the pianist practiced the melody echoed through the hall.,True,"Splitted:  
1. The pianist practiced.  
2. The melody echoed through the hall.",GP_prob
293,gpt-4o,While the pianist practiced the vacuum echoed through the hall.,True,"Splitted:  
1. The pianist practiced.  
2. The vacuum echoed through the hall.",GP_improb
294,gpt-4o,While the couple left the bar buzzed with activity.,True,"Splitted:  
1. The couple left the bar.  
2. The bar buzzed with activity.",GP_prob
