,id,age,country,practice_1,practice_2,sentence,question,set_id,sent_type,quest_type,ManipulationType,SentenceType,time,correct
168,d34345301ffedd7cb499050191f5e0d8,39,UK,True,True,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,set_11,nonGP_prob,simple_question,prob,nonGP,1293,True
169,a55fb650cee51258cd115668a4c6e3c7,55,uk,True,True,The submarine moved silently while the horse pulled.,Did the submarine move silently?,set_45,nonGP_improb,simple_question,improb,nonGP,2674,True
170,fae4688fbd4cda0ef70358bd7e4bc267,58,Scotland,True,True,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,set_10,nonGP_improb,GP_question,improb,nonGP,6000,False
171,9edf5b7ca0b92f4ead0abc6b061020cd,58,UK,True,True,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,set_12,GP_prob,simple_question,prob,GP,2055,True
172,e4a296967e4553449c7390e213f5dea6,61,UK,True,True,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,set_11,GP_improb,GP_question,improb,GP,2533,False
175,b235e57500e789c65a7028af661d22dd,35,UNITED KINGDOM,True,True,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,set_43,nonGP_improb,GP_question,improb,nonGP,2765,True
178,1b1d020636a6b7c728f5970f224e6711,24,UK,True,True,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,set_12,nonGP_improb,simple_question,improb,nonGP,1956,True
179,3f83d39bc00619d9c4115a60c8617f4a,60,US,True,True,The memo neared completion while the secretary typed.,Did the memo near completion?,set_10,nonGP_prob,simple_question,prob,nonGP,2497,True
180,b73b843db5692cf9f770ece4967f0d40,40,uk,True,True,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,set_12,GP_prob,simple_question,prob,GP,2923,True
181,369f03c5b3bb85844f6edc4c7042dbf1,50,United Kingdom,True,True,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,set_12,GP_improb,simple_question,improb,GP,1986,True
182,202045b134e085669b566a0f5e3c3590,34,United Kingdom,True,True,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,set_12,nonGP_improb,simple_question,improb,nonGP,2312,True
183,b1cf9732648a7c38e72f57dffc7cae69,35,united kingdom,True,True,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,set_12,GP_improb,GP_question,improb,GP,4834,True
184,d751d964ad665d32415f7e9509d5fb32,43,UK,True,True,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,set_12,nonGP_improb,simple_question,improb,nonGP,1666,True
185,dc11c2c7e59144593847f9a6e5be2678,59,GB,True,True,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,set_11,GP_prob,GP_question,prob,GP,2338,False
186,62b7303edfb9b2d4d7fa63da89c48182,27,UK,True,True,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,set_13,GP_prob,GP_question,prob,GP,1556,False
187,772fcc9a8aa647d526530ad74c3d96ee,47,uk,True,True,The memo neared completion while the secretary typed.,Did the memo near completion?,set_10,nonGP_prob,simple_question,prob,nonGP,2101,True
188,772afbfb4125555ab2c0fd83cb463847,36,UK,True,True,The memo neared completion while the secretary typed.,Did the memo near completion?,set_10,nonGP_prob,simple_question,prob,nonGP,1279,False
190,9296f756071a12f49ddccea30697c939,59,UK,True,True,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,set_11,GP_improb,simple_question,improb,GP,1323,True
191,9ce87629659abf3306f3fa767572e18b,54,United Kingdom,True,True,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,set_12,GP_improb,GP_question,improb,GP,1870,False
192,bf13b1332e84c5e40b1b3fbefb3e05e9,24,United Kingdom,True,True,The hot dog began to burn while Tom grilled.,Did the hot dog begin to burn?,set_13,nonGP_prob,simple_question,prob,nonGP,1565,True
193,a53e5bb4619ae31c7c11683e73cd209e,71,UK,True,True,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,set_11,GP_prob,GP_question,prob,GP,2230,False
194,3037fc97608bebd589c08055b6f80d5a,47,United Kingdom,True,True,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,set_12,nonGP_prob,GP_question,prob,nonGP,2367,False
195,eb0cdbdd1cfc033062c73c9a322d2c79,68,United Kingdom,True,True,While Tom grilled the hot dog began to burn.,Did the hot dog begin to burn?,set_13,GP_prob,simple_question,prob,GP,1521,True
196,dfbc427fb7cbd64902de91152d0020c4,49,United Kingdom,True,True,While Tom grilled the barn began to burn.,Did the barn begin to burn?,set_13,GP_improb,simple_question,improb,GP,1292,True
197,56963254295e101275b3a327483d7f1f,35,United Kingdom,True,True,While the chef stirred the soup boiled over.,Did the soup boil over?,set_15,GP_prob,simple_question,prob,GP,1113,True
198,ffef52931975fa55c232e332c4ef7797,51,UK,True,True,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,set_11,nonGP_prob,simple_question,prob,nonGP,2754,True
199,6e79c01930126ee4c47a17162d0e07b7,30,UK,True,True,The building represented modern times style while the architect drew.,Did the architect draw the building?,set_14,nonGP_prob,GP_question,prob,nonGP,2322,False
200,9ae46828ff1f43ce4b6a0ed088a04239,57,UK,True,True,The rhino retreated while the warrior fought.,Did the rhino retreat?,set_30,nonGP_improb,simple_question,improb,nonGP,1653,True
202,4b14ca8a7a88788b8f6e0c17423a55e2,31,UK,True,True,While the chef stirred the acid boiled over.,Did the chef stip the acid?,set_15,GP_improb,GP_question,improb,GP,1196,True
203,7922203a358aaed5f719c78bd14dcb51,54,United Kingdom,True,True,While the chef stirred the acid boiled over.,Did the chef stip the acid?,set_15,GP_improb,GP_question,improb,GP,2223,False
204,33a80ecbd311df65f9bb5da958ae86b1,38,United Kingdom,True,True,The soup boiled over while the chef stirred.,Did the chef stir the soup?,set_15,nonGP_prob,GP_question,prob,nonGP,971,False
205,6fcc0567d3c7c0f12e4fc922b4eb88ee,45,United Kingdom,True,True,The building represented modern times style while the architect drew.,Did the architect draw the building?,set_14,nonGP_prob,GP_question,prob,nonGP,5394,False
206,7b3c8901e29f799404e9bf380c150b20,32,UK,True,True,While the chef stirred the soup boiled over.,Did the chef stir the soup?,set_15,GP_prob,GP_question,prob,GP,3172,True
208,daa78010ad63d2220b44cf51a4c09404,38,england,True,True,The trunk echoed with mysterious sounds while the tourist explored.,Did the trunk echo with mysterious sounds?,set_16,nonGP_improb,simple_question,improb,nonGP,1154,True
209,f9a0aba89f71fe322d332ba25e6af0ed,56,uk,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,2414,True
210,ecfff492fbef31d311da4501ea97b633,62,UK,True,True,The soup boiled over while the chef stirred.,Did the chef stir the soup?,set_15,nonGP_prob,GP_question,prob,nonGP,2823,False
211,d1f155b09476924d3c4d26106ed0ceef,42,UK,True,True,While the chef stirred the acid boiled over.,Did the chef stip the acid?,set_15,GP_improb,GP_question,improb,GP,3791,True
212,579c71af27e7c40d96bd4784d0d5fbf0,30,England,True,True,The water spilled on the floor while the woman drank.,Did the water spill on the floor?,set_17,nonGP_prob,simple_question,prob,nonGP,1641,True
213,6b073c9cc8ae3976308159702034fe38,27,UK,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,1829,True
214,9db939fcf09b7afe3905c9a464dd03fb,47,United Kingdom,True,True,The water spilled on the floor while the woman drank.,Did the woman drink the water?,set_17,nonGP_prob,GP_question,prob,nonGP,2155,False
215,d15f7babdc39655a1cca2884fb626e43,52,United Kingdom,True,True,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,set_17,GP_improb,GP_question,improb,GP,2808,True
216,aad450f17510e8b0d3999b145cd4ff04,28,US,True,True,While the woman drank the water spilled on the floor.,Did the water spill on the floor?,set_17,GP_prob,simple_question,prob,GP,2153,True
218,82d63973a825b988aa43e716d2c766a4,37,United Kingdom,True,True,The water spilled on the floor while the woman drank.,Did the woman drink the water?,set_17,nonGP_prob,GP_question,prob,nonGP,1830,True
219,08e81dc031658f9249031ef1929a1c09,45,United Kingdom,True,True,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,set_18,GP_prob,simple_question,prob,GP,3409,True
220,5257eea37d14653db1593db0772a6143,34,United Kingdom,True,True,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,set_18,GP_prob,simple_question,prob,GP,2214,True
222,20741c18538c21119cacbe069e267751,41,UK,True,True,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,set_18,GP_prob,simple_question,prob,GP,1653,True
224,3e74e7da5cd91af07ccd2a770dfd55bf,78,UK,True,True,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,set_18,GP_prob,simple_question,prob,GP,1804,True
225,2d7b1357e63a3359c4d1753971afa08d,52,United Kingdom,True,True,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,set_18,GP_prob,simple_question,prob,GP,2105,True
226,f1e38affbda614c1bf4c3624f12c7fd9,45,uk,True,True,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,set_18,GP_improb,GP_question,improb,GP,4777,True
227,d54b7617f3502863de4e4119b5f6fb5a,=51,South Africa,True,True,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,set_18,GP_prob,GP_question,prob,GP,2695,False
228,2519128ef457dbacd3d47a7c80db4892,32,UK,True,True,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,set_18,GP_improb,GP_question,improb,GP,4469,True
229,b8021367dff612f66b6e3d0e03b4703e,32,England,True,True,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,set_18,nonGP_improb,simple_question,improb,nonGP,1361,True
230,c594ee71073da6e6553b62e181fad52f,36,Britan,True,True,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,set_18,nonGP_improb,simple_question,improb,nonGP,2735,True
231,db8fa11cc2638aff10bd871c29a3e270,26,England,True,True,While the lion attacked the baboon screamed in terror.,Did the baboon scream in terror?,set_19,GP_prob,simple_question,prob,GP,1335,True
232,ca953e316ef98dc82c29fedee60c597c,22,Nigeria,True,True,While the lion attacked the baboon screamed in terror.,Did the baboon scream in terror?,set_19,GP_prob,simple_question,prob,GP,699,True
233,7657e81b7847d9034c8f76215fbca837,48,UK,True,True,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,set_19,GP_improb,GP_question,improb,GP,2545,False
234,deecbbb9bd55bc026f857db69c13abef,32,United Kingdom,True,True,While the horse pulled the cart moved silently.,Did the cart move silently?,set_45,GP_prob,simple_question,prob,GP,1300,True
235,9ef474fee8ea5be8b5c555104cc97cc7,50,uk,True,True,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,set_19,GP_improb,GP_question,improb,GP,1690,False
236,6aed595380eaad4cc836e3e50807f7a7,55,UK,True,True,While the lion attacked the penguin screamed in terror.,Did the penguin scream in terror?,set_19,GP_improb,simple_question,improb,GP,3140,True
237,5e75e0c624ce2df496536b85ad59544c,70,UK,True,True,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,set_18,GP_improb,GP_question,improb,GP,5321,True
238,e56331f09285aa296f6e59c889a7041a,53,United Kingdom,True,True,The picture tipped over while the maid dusted.,Did the maid dust the picture?,set_20,nonGP_prob,GP_question,prob,nonGP,1493,False
239,daeac806247ae5327ec7684664df8002,61,USA,True,True,While the maid dusted the cow tipped over.,Did the maid dust the cow?,set_20,GP_improb,GP_question,improb,GP,4170,False
240,81d0f38f04ab98a5292982b1b5a98797,63,uk,True,True,The baboon screamed in terror while the lion attacked.,Did the lion attack the baboon?,set_19,nonGP_prob,GP_question,prob,nonGP,3539,False
241,343b7514c99f5d81acbc304b82292bfb,52,United Kingdom,True,True,The picture tipped over while the maid dusted.,Did the maid dust the picture?,set_20,nonGP_prob,GP_question,prob,nonGP,1666,False
242,c883f4dc5eb41e9353bfb6393c3e0811,50,United Kingdom,True,True,The picture tipped over while the maid dusted.,Did the maid dust the picture?,set_20,nonGP_prob,GP_question,prob,nonGP,2159,False
243,b5425ab30756b8b7a7d51dd030ef5159,19,US,True,True,The picture tipped over while the maid dusted.,Did the picture tip over?,set_20,nonGP_prob,simple_question,prob,nonGP,1034,True
244,e2ef778e3338419082ec538d28dcee5e,44,UK,True,True,The picture tipped over while the maid dusted.,Did the picture tip over?,set_20,nonGP_prob,simple_question,prob,nonGP,847,True
245,c2db0cb4483d48817796d21866744e59,49,uk,True,True,The picture tipped over while the maid dusted.,Did the picture tip over?,set_20,nonGP_prob,simple_question,prob,nonGP,3463,True
246,603102e8bd5d280489279591e1f6e8d9,45,United Kingdom,True,True,While the teacher counted the children formed a line.,Did the teacher count the children?,set_21,GP_prob,GP_question,prob,GP,2929,False
247,5aeb5c4d91fde90624603c3506e2a7a0,30,UK,True,True,While the teacher counted the children formed a line.,Did the teacher count the children?,set_21,GP_prob,GP_question,prob,GP,2348,False
249,2beaf45a65332cc24e22e923bcda2fd2, 63,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,2388,False
250,b5e71a49f90d93c1de2c01adb706480e,63,UK,True,True,While the teacher counted the children formed a line.,Did the teacher count the children?,set_21,GP_prob,GP_question,prob,GP,3330,False
251,2668c8b516106203f7e948a41e702a05,47,United Kingdom,True,True,The penguin screamed in terror while the lion attacked.,Did the penguin scream in terror?,set_19,nonGP_improb,simple_question,improb,nonGP,3098,True
252,25330d5db9d1ca9275b057ea8ddd93d7,55,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1463,False
253,dc32ee577bd143cbe30b505093769608,47,uk,True,True,While the champion raced the spectator stumbled and fell.,Did the spectator stumble and fall?,set_22,GP_improb,simple_question,improb,GP,1449,True
254,feab7038a626b17bdc46c724934763c9,59,USA,True,True,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,set_18,nonGP_improb,simple_question,improb,nonGP,2788,True
255,d52975fec668725a33f9749f37b04b50,53,United Kingdom,True,True,The picture tipped over while the maid dusted.,Did the maid dust the picture?,set_20,nonGP_prob,GP_question,prob,nonGP,2224,False
256,2b620df6fd326d47854d55c8a957e561,37,U.K,True,True,The picture tipped over while the maid dusted.,Did the maid dust the picture?,set_20,nonGP_prob,GP_question,prob,nonGP,3641,False
257,1a6974a21998b6e57405d524d7cac64f,41,uk,True,True,The challenger stumbled and fell while the champion raced.,Did the champion race the challenger?,set_22,nonGP_prob,GP_question,prob,nonGP,3087,False
