,model,sentence,question,correct,incorrect,sent_type,quest_type
235,gpt-4,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,0.3,0.7,GP_improb,GP_question
236,gpt-4,The comet lit up the room while the astronomer observed.,Did the comet light up the room?,1.0,0.0,nonGP_prob,simple_question
237,gpt-4,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.0,1.0,nonGP_prob,GP_question
238,gpt-4,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,1.0,0.0,nonGP_improb,simple_question
239,gpt-4,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,1.0,0.0,nonGP_improb,GP_question
240,gpt-4,While the players started the game bored the children.,Did the game bore the children?,1.0,0.0,GP_prob,simple_question
241,gpt-4,While the players started the game bored the children.,Did the players start the game?,0.0,1.0,GP_prob,GP_question
242,gpt-4,While the players started the lesson bored the children.,Did the lesson bore the children?,0.95,0.05,GP_improb,simple_question
243,gpt-4,While the players started the lesson bored the children.,Did the players start the lesson?,0.0,1.0,GP_improb,GP_question
244,gpt-4,The game bored the children while the players started.,Did the game bore the children?,1.0,0.0,nonGP_prob,simple_question
245,gpt-4,The game bored the children while the players started.,Did the players start the game?,1.0,0.0,nonGP_prob,GP_question
246,gpt-4,The lesson bored the children while the players started.,Did the lesson bore the children?,1.0,0.0,nonGP_improb,simple_question
247,gpt-4,The lesson bored the children while the players started.,Did the players start the lesson?,1.0,0.0,nonGP_improb,GP_question
248,gpt-4,While the professor taught the students looked at the board.,Did the students look at the board?,1.0,0.0,GP_prob,simple_question
249,gpt-4,While the professor taught the students looked at the board.,Did the professor teach the students?,0.0,1.0,GP_prob,GP_question
250,gpt-4,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,1.0,0.0,GP_improb,simple_question
251,gpt-4,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,0.95,0.05,GP_improb,GP_question
252,gpt-4,The students looked at the board while the professor taught.,Did the students look at the board?,1.0,0.0,nonGP_prob,simple_question
253,gpt-4,The students looked at the board while the professor taught.,Did the professor teach the students?,0.0,1.0,nonGP_prob,GP_question
254,gpt-4,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,1.0,0.0,nonGP_improb,simple_question
255,gpt-4,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,0.0,1.0,nonGP_improb,GP_question
256,gpt-4,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,1.0,0.0,GP_prob,simple_question
257,gpt-4,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.0,1.0,GP_prob,GP_question
258,gpt-4,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,1.0,0.0,GP_improb,simple_question
259,gpt-4,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,1.0,0.0,GP_improb,GP_question
260,gpt-4,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,1.0,0.0,nonGP_prob,simple_question
261,gpt-4,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.0,1.0,nonGP_prob,GP_question
262,gpt-4,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,1.0,0.0,nonGP_improb,simple_question
263,gpt-4,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,1.0,0.0,nonGP_improb,GP_question
264,gpt-4,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,1.0,0.0,GP_prob,simple_question
265,gpt-4,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,0.0,1.0,GP_prob,GP_question
266,gpt-4,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,1.0,0.0,GP_improb,simple_question
267,gpt-4,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,0.0,1.0,GP_improb,GP_question
268,gpt-4,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,1.0,0.0,nonGP_prob,simple_question
269,gpt-4,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,0.0,1.0,nonGP_prob,GP_question
270,gpt-4,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,1.0,0.0,nonGP_improb,simple_question
271,gpt-4,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,1.0,0.0,nonGP_improb,GP_question
272,gpt-4,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,1.0,0.0,GP_prob,simple_question
273,gpt-4,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,0.0,1.0,GP_prob,GP_question
274,gpt-4,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,1.0,0.0,GP_improb,simple_question
275,gpt-4,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,0.0,1.0,GP_improb,GP_question
276,gpt-4,The tomatoes hanged on the vine while the gardener harvested.,Did the tomatoes hang on the vine?,1.0,0.0,nonGP_prob,simple_question
277,gpt-4,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,1.0,0.0,nonGP_prob,GP_question
278,gpt-4,The chrysalis hanged on the vine while the gardener harvested.,Did the chrysalis hang on the vine?,1.0,0.0,nonGP_improb,simple_question
279,gpt-4,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,1.0,0.0,nonGP_improb,GP_question
280,gpt-4,While the horse pulled the cart moved silently.,Did the cart move silently?,1.0,0.0,GP_prob,simple_question
281,gpt-4,While the horse pulled the cart moved silently.,Did the horse pull the cart?,0.0,1.0,GP_prob,GP_question
282,gpt-4,While the horse pulled the submarine moved silently.,Did the submarine move silently?,1.0,0.0,GP_improb,simple_question
283,gpt-4,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,0.1,0.9,GP_improb,GP_question
284,gpt-4,The cart moved silently while the horse pulled.,Did the cart move silently?,1.0,0.0,nonGP_prob,simple_question
285,gpt-4,The cart moved silently while the horse pulled.,Did the horse pull the cart?,0.0,1.0,nonGP_prob,GP_question
286,gpt-4,The submarine moved silently while the horse pulled.,Did the submarine move silently?,1.0,0.0,nonGP_improb,simple_question
287,gpt-4,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,1.0,0.0,nonGP_improb,GP_question
288,gpt-4,The child giggled with delight while Jim bathed.,Did the child giggle with delight?,1.0,0.0,nonGP_reflexive,simple_question
289,gpt-4,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,0.0,1.0,nonGP_reflexive,GP_question
290,gpt-4,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,1.0,0.0,nonGP_reflexive,simple_question
291,gpt-4,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,1.0,0.0,nonGP_reflexive,GP_question
292,gpt-4,The car sat in the driveway while Frank dried off.,Did the car sit in the driveway?,1.0,0.0,nonGP_reflexive,simple_question
293,gpt-4,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,1.0,0.0,nonGP_reflexive,GP_question
294,gpt-4,The neighbor coughed loudly while Betty woke up.,Did the neighbor cough loudly?,1.0,0.0,nonGP_reflexive,simple_question
295,gpt-4,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,1.0,0.0,nonGP_reflexive,GP_question
296,gpt-4,The jewelry sparkled brightly while the thief hid.,Did the jewelry sparkle brightly?,1.0,0.0,nonGP_reflexive,simple_question
297,gpt-4,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,1.0,0.0,nonGP_reflexive,GP_question
298,gpt-4,The baby spit up on the bed while Anna dressed.,Did the baby spit up on the bed?,1.0,0.0,nonGP_reflexive,simple_question
299,gpt-4,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,1.0,0.0,nonGP_reflexive,GP_question
300,gpt-4,The dog barked loudly while the boy washed.,Did the dog bark loudly?,1.0,0.0,nonGP_reflexive,simple_question
301,gpt-4,The dog barked loudly while the boy washed.,Did the boy wash the dog?,1.0,0.0,nonGP_reflexive,GP_question
302,gpt-4,The horse stood in the stall while the jockey settled down.,Did the horse stand in the stall?,1.0,0.0,nonGP_reflexive,simple_question
303,gpt-4,The horse stood in the stall while the jockey settled down.,Did the jockey settle down the horse?,1.0,0.0,nonGP_reflexive,GP_question
304,gpt-4,The baby cried softly while the mother undressed.,Did the baby cry softly?,1.0,0.0,nonGP_reflexive,simple_question
305,gpt-4,The baby cried softly while the mother undressed.,Did the mother undress the baby?,1.0,0.0,nonGP_reflexive,GP_question
306,gpt-4,The patient watched TV while the nurse shaved.,Did the patient watch TV?,1.0,0.0,nonGP_reflexive,simple_question
307,gpt-4,The patient watched TV while the nurse shaved.,Did the nurse shave the patient?,1.0,0.0,nonGP_reflexive,GP_question
308,gpt-4,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,1.0,0.0,nonGP_reflexive,simple_question
309,gpt-4,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,0.0,0.0,nonGP_reflexive,GP_question
310,gpt-4,The children sat on the bed while the mother calmed down.,Did the children sit on the bed?,1.0,0.0,nonGP_reflexive,simple_question
311,gpt-4,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,1.0,0.0,nonGP_reflexive,GP_question
312,gpt-4,The painting stood the test of time while the artist changed.,Did the painting stand the test of time?,1.0,0.0,nonGP_reflexive,simple_question
313,gpt-4,The painting stood the test of time while the artist changed.,Did the artist change the painting?,1.0,0.0,nonGP_reflexive,GP_question
314,gpt-4,The tomatoes invaded the garden while the child grew.,Did the tomato invade the garden?,1.0,0.0,nonGP_reflexive,simple_question
315,gpt-4,The tomatoes invaded the garden while the child grew.,Did the child grow the tomatoes?,1.0,0.0,nonGP_reflexive,GP_question
316,gpt-4,The ball kept moving across the room while the toddler rolled.,Did the ball keep moving across the room?,1.0,0.0,nonGP_reflexive,simple_question
317,gpt-4,The ball kept moving across the room while the toddler rolled.,Did the toddler roll the ball?,0.7894736842105263,0.2105263157894736,nonGP_reflexive,GP_question
318,gpt-4,The wheel made weird noises while the mechanic turned.,Did the wheel make weird noises?,1.0,0.0,nonGP_reflexive,simple_question
319,gpt-4,The wheel made weird noises while the mechanic turned.,Did the mechanic turn the wheel?,0.0,1.0,nonGP_reflexive,GP_question
320,gpt-4,The river stayed warm while the ice cap shrank.,Did the river stay warm?,1.0,0.0,nonGP_reflexive,simple_question
321,gpt-4,The river stayed warm while the ice cap shrank.,Did the ice cap shrink the river?,1.0,0.0,nonGP_reflexive,GP_question
322,gpt-4,The bat fell on the road while the gymnast swung.,Did the bat fall on the floor?,0.0,1.0,nonGP_reflexive,simple_question
323,gpt-4,The bat fell on the road while the gymnast swung.,Did the gymnast swing the bat?,1.0,0.0,nonGP_reflexive,GP_question
324,gpt-4,The athletes started the game while Bill trained.,Did the athletes start the game?,1.0,0.0,nonGP_reflexive,simple_question
325,gpt-4,The athletes started the game while Bill trained.,Did Bill train the athletes?,1.0,0.0,nonGP_reflexive,GP_question
326,gpt-4,The bone went bad while the dog moved.,Did the bone go bad?,1.0,0.0,nonGP_reflexive,simple_question
327,gpt-4,The bone went bad while the dog moved.,Did the dog move the bone?,1.0,0.0,nonGP_reflexive,GP_question
328,gpt-4,The valley kept on living quietly while the river flooded.,Did the valley keep on living quietly?,1.0,0.0,nonGP_reflexive,simple_question
329,gpt-4,The valley kept on living quietly while the river flooded.,Did the river flood the valley?,1.0,0.0,nonGP_reflexive,GP_question
330,gpt-4,The window moved on its axis while the log broke.,Did the window move on its axis?,1.0,0.0,nonGP_reflexive,simple_question
331,gpt-4,The window moved on its axis while the log broke.,Did the log break the window?,1.0,0.0,nonGP_reflexive,GP_question
332,gpt-4,The fire warmed the children while the match lit.,Did the fire warm the children?,1.0,0.0,nonGP_reflexive,simple_question
333,gpt-4,The fire warmed the children while the match lit.,Did the match light the fire?,0.0,0.0,nonGP_reflexive,GP_question
334,gpt-4,The boat was stranded in the ocean while the wave crashed.,Was the boat stranded in the ocean?,1.0,0.0,nonGP_reflexive,simple_question
335,gpt-4,The boat was stranded in the ocean while the wave crashed.,Did the wave crash the boat?,1.0,0.0,nonGP_reflexive,GP_question
336,gpt-4,While Jim bathed the child giggled with delight.,Did the child giggle with delight?,1.0,0.0,GP_reflexive,simple_question
337,gpt-4,While Jim bathed the child giggled with delight.,Did Jim bathe the child?,0.0,1.0,GP_reflexive,GP_question
338,gpt-4,While the chimps groomed the baboons sat in the grass.,Did the baboons sit in the grass?,1.0,0.0,GP_reflexive,simple_question
339,gpt-4,While the chimps groomed the baboons sat in the grass.,Did the chimps groom the baboons?,1.0,0.0,GP_reflexive,GP_question
340,gpt-4,While Frank dried off the car sat in the driveway.,Did the car sit in the driveway?,1.0,0.0,GP_reflexive,simple_question
341,gpt-4,While Frank dried off the car sat in the driveway.,Did Frank dry off the car?,0.85,0.15,GP_reflexive,GP_question
342,gpt-4,While Betty woke up the neighbor coughed loudly.,Did the neighbor cough loudly?,1.0,0.0,GP_reflexive,simple_question
343,gpt-4,While Betty woke up the neighbor coughed loudly.,Did Betty wake up the neighbor?,0.1,0.9,GP_reflexive,GP_question
344,gpt-4,While the thief hid the jewelry sparkled brightly.,Did the jewelry sparkle brightly?,1.0,0.0,GP_reflexive,simple_question
345,gpt-4,While the thief hid the jewelry sparkled brightly.,Did the thief hide the jewelry?,0.0,1.0,GP_reflexive,GP_question
