,model,sentence,question,correct,incorrect,sent_type,quest_type
202,meta-llama/Llama-3.1-70B,While the cleaner mopped the ceiling was filled with stains.,Was the ceiling filled with stains?,,,GP_improb,simple_question
203,meta-llama/Llama-3.1-70B,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,1.0,0.0,GP_improb,GP_question
204,meta-llama/Llama-3.1-70B,The floor was filled with stains while the cleaner mopped.,Was the floor filled with stains?,,,nonGP_prob,simple_question
205,meta-llama/Llama-3.1-70B,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,,,nonGP_prob,GP_question
206,meta-llama/Llama-3.1-70B,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,,,nonGP_improb,simple_question
207,meta-llama/Llama-3.1-70B,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,,,nonGP_improb,GP_question
208,meta-llama/Llama-3.1-70B,While the chef cooked the meal impressed the couple.,Did the meal impress the couple?,,,GP_prob,simple_question
209,meta-llama/Llama-3.1-70B,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,,,GP_prob,GP_question
210,meta-llama/Llama-3.1-70B,While the chef cooked the cat impressed the couple.,Did the cat impress the couple?,1.0,0.0,GP_improb,simple_question
211,meta-llama/Llama-3.1-70B,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,1.0,0.0,GP_improb,GP_question
212,meta-llama/Llama-3.1-70B,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,,,nonGP_prob,simple_question
213,meta-llama/Llama-3.1-70B,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,,,nonGP_prob,GP_question
214,meta-llama/Llama-3.1-70B,The cat impressed the couple while the chef cooked.,Did the cat impress the couple?,,,nonGP_improb,simple_question
215,meta-llama/Llama-3.1-70B,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,1.0,0.0,nonGP_improb,GP_question
216,meta-llama/Llama-3.1-70B,While the child finished the homework waited on the table.,Did the homework wait on the table?,,,GP_prob,simple_question
217,meta-llama/Llama-3.1-70B,While the child finished the homework waited on the table.,Did the child finish the homework?,,,GP_prob,GP_question
218,meta-llama/Llama-3.1-70B,While the child finished the tax forms waited on the table.,Did the tax forms wait on the table?,,,GP_improb,simple_question
219,meta-llama/Llama-3.1-70B,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,,,GP_improb,GP_question
220,meta-llama/Llama-3.1-70B,The homework waited on the table while the child finished.,Did the homework wait on the table?,,,nonGP_prob,simple_question
221,meta-llama/Llama-3.1-70B,The homework waited on the table while the child finished.,Did the child finish the homework?,0.0,1.0,nonGP_prob,GP_question
222,meta-llama/Llama-3.1-70B,The tax forms waited on the table while the child finished.,Did the tax forms wait on the table?,1.0,0.0,nonGP_improb,simple_question
223,meta-llama/Llama-3.1-70B,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,1.0,0.0,nonGP_improb,GP_question
224,meta-llama/Llama-3.1-70B,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,1.0,0.0,GP_prob,simple_question
225,meta-llama/Llama-3.1-70B,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,1.0,0.0,GP_prob,GP_question
226,meta-llama/Llama-3.1-70B,While the student knitted the painting sold to the highest bidder.,Did the painting sell to the highest bidder?,1.0,0.0,GP_improb,simple_question
227,meta-llama/Llama-3.1-70B,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,1.0,0.0,GP_improb,GP_question
228,meta-llama/Llama-3.1-70B,The sweater sold to the highest bidder while the student knitted.,Did the sweater sell to the highest bidder?,1.0,0.0,nonGP_prob,simple_question
229,meta-llama/Llama-3.1-70B,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,1.0,0.0,nonGP_prob,GP_question
230,meta-llama/Llama-3.1-70B,The painting sold to the highest bidder while the student knitted.,Did the painting sell to the highest bidder?,1.0,0.0,nonGP_improb,simple_question
231,meta-llama/Llama-3.1-70B,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,1.0,0.0,nonGP_improb,GP_question
232,meta-llama/Llama-3.1-70B,While the astronomer observed the comet lit up the room.,Did the comet light up the room?,1.0,0.0,GP_prob,simple_question
233,meta-llama/Llama-3.1-70B,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,1.0,0.0,GP_prob,GP_question
234,meta-llama/Llama-3.1-70B,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,1.0,0.0,GP_improb,simple_question
235,meta-llama/Llama-3.1-70B,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,1.0,0.0,GP_improb,GP_question
236,meta-llama/Llama-3.1-70B,The comet lit up the room while the astronomer observed.,Did the comet light up the room?,1.0,0.0,nonGP_prob,simple_question
237,meta-llama/Llama-3.1-70B,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.0,1.0,nonGP_prob,GP_question
238,meta-llama/Llama-3.1-70B,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,1.0,0.0,nonGP_improb,simple_question
239,meta-llama/Llama-3.1-70B,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,0.0,1.0,nonGP_improb,GP_question
240,meta-llama/Llama-3.1-70B,While the players started the game bored the children.,Did the game bore the children?,,,GP_prob,simple_question
241,meta-llama/Llama-3.1-70B,While the players started the game bored the children.,Did the players start the game?,,,GP_prob,GP_question
242,meta-llama/Llama-3.1-70B,While the players started the lesson bored the children.,Did the lesson bore the children?,,,GP_improb,simple_question
243,meta-llama/Llama-3.1-70B,While the players started the lesson bored the children.,Did the players start the lesson?,,,GP_improb,GP_question
244,meta-llama/Llama-3.1-70B,The game bored the children while the players started.,Did the game bore the children?,,,nonGP_prob,simple_question
245,meta-llama/Llama-3.1-70B,The game bored the children while the players started.,Did the players start the game?,,,nonGP_prob,GP_question
246,meta-llama/Llama-3.1-70B,The lesson bored the children while the players started.,Did the lesson bore the children?,,,nonGP_improb,simple_question
247,meta-llama/Llama-3.1-70B,The lesson bored the children while the players started.,Did the players start the lesson?,1.0,0.0,nonGP_improb,GP_question
248,meta-llama/Llama-3.1-70B,While the professor taught the students looked at the board.,Did the students look at the board?,1.0,0.0,GP_prob,simple_question
249,meta-llama/Llama-3.1-70B,While the professor taught the students looked at the board.,Did the professor teach the students?,0.0,1.0,GP_prob,GP_question
250,meta-llama/Llama-3.1-70B,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,1.0,0.0,GP_improb,simple_question
251,meta-llama/Llama-3.1-70B,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,1.0,0.0,GP_improb,GP_question
252,meta-llama/Llama-3.1-70B,The students looked at the board while the professor taught.,Did the students look at the board?,1.0,0.0,nonGP_prob,simple_question
253,meta-llama/Llama-3.1-70B,The students looked at the board while the professor taught.,Did the professor teach the students?,0.0,1.0,nonGP_prob,GP_question
254,meta-llama/Llama-3.1-70B,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,1.0,0.0,nonGP_improb,simple_question
255,meta-llama/Llama-3.1-70B,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,0.0,1.0,nonGP_improb,GP_question
256,meta-llama/Llama-3.1-70B,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,1.0,0.0,GP_prob,simple_question
257,meta-llama/Llama-3.1-70B,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.0,1.0,GP_prob,GP_question
258,meta-llama/Llama-3.1-70B,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,1.0,0.0,GP_improb,simple_question
259,meta-llama/Llama-3.1-70B,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,1.0,0.0,GP_improb,GP_question
260,meta-llama/Llama-3.1-70B,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,1.0,0.0,nonGP_prob,simple_question
261,meta-llama/Llama-3.1-70B,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.0,1.0,nonGP_prob,GP_question
262,meta-llama/Llama-3.1-70B,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,,,nonGP_improb,simple_question
263,meta-llama/Llama-3.1-70B,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,1.0,0.0,nonGP_improb,GP_question
264,meta-llama/Llama-3.1-70B,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,,,GP_prob,simple_question
265,meta-llama/Llama-3.1-70B,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,,,GP_prob,GP_question
266,meta-llama/Llama-3.1-70B,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,,,GP_improb,simple_question
267,meta-llama/Llama-3.1-70B,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,,,GP_improb,GP_question
268,meta-llama/Llama-3.1-70B,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,1.0,0.0,nonGP_prob,simple_question
269,meta-llama/Llama-3.1-70B,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,0.0,1.0,nonGP_prob,GP_question
270,meta-llama/Llama-3.1-70B,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,1.0,0.0,nonGP_improb,simple_question
271,meta-llama/Llama-3.1-70B,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,0.0,1.0,nonGP_improb,GP_question
272,meta-llama/Llama-3.1-70B,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,1.0,0.0,GP_prob,simple_question
273,meta-llama/Llama-3.1-70B,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,0.0,1.0,GP_prob,GP_question
274,meta-llama/Llama-3.1-70B,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,1.0,0.0,GP_improb,simple_question
275,meta-llama/Llama-3.1-70B,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,0.0,1.0,GP_improb,GP_question
276,meta-llama/Llama-3.1-70B,The tomatoes hanged on the vine while the gardener harvested.,Did the tomatoes hang on the vine?,1.0,0.0,nonGP_prob,simple_question
277,meta-llama/Llama-3.1-70B,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,0.0,1.0,nonGP_prob,GP_question
278,meta-llama/Llama-3.1-70B,The chrysalis hanged on the vine while the gardener harvested.,Did the chrysalis hang on the vine?,1.0,0.0,nonGP_improb,simple_question
279,meta-llama/Llama-3.1-70B,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,1.0,0.0,nonGP_improb,GP_question
280,meta-llama/Llama-3.1-70B,While the horse pulled the cart moved silently.,Did the cart move silently?,,,GP_prob,simple_question
281,meta-llama/Llama-3.1-70B,While the horse pulled the cart moved silently.,Did the horse pull the cart?,,,GP_prob,GP_question
282,meta-llama/Llama-3.1-70B,While the horse pulled the submarine moved silently.,Did the submarine move silently?,,,GP_improb,simple_question
283,meta-llama/Llama-3.1-70B,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,1.0,0.0,GP_improb,GP_question
284,meta-llama/Llama-3.1-70B,The cart moved silently while the horse pulled.,Did the cart move silently?,1.0,0.0,nonGP_prob,simple_question
285,meta-llama/Llama-3.1-70B,The cart moved silently while the horse pulled.,Did the horse pull the cart?,0.0,1.0,nonGP_prob,GP_question
286,meta-llama/Llama-3.1-70B,The submarine moved silently while the horse pulled.,Did the submarine move silently?,,,nonGP_improb,simple_question
287,meta-llama/Llama-3.1-70B,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,1.0,0.0,nonGP_improb,GP_question
288,meta-llama/Llama-3.1-70B,The child giggled with delight while Jim bathed.,Did the child giggle with delight?,1.0,0.0,nonGP_reflexive,simple_question
289,meta-llama/Llama-3.1-70B,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,0.0,1.0,nonGP_reflexive,GP_question
290,meta-llama/Llama-3.1-70B,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,1.0,0.0,nonGP_reflexive,simple_question
291,meta-llama/Llama-3.1-70B,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,1.0,0.0,nonGP_reflexive,GP_question
292,meta-llama/Llama-3.1-70B,The car sat in the driveway while Frank dried off.,Did the car sit in the driveway?,1.0,0.0,nonGP_reflexive,simple_question
293,meta-llama/Llama-3.1-70B,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,0.4481045603752136,0.5518954396247864,nonGP_reflexive,GP_question
294,meta-llama/Llama-3.1-70B,The neighbor coughed loudly while Betty woke up.,Did the neighbor cough loudly?,1.0,0.0,nonGP_reflexive,simple_question
295,meta-llama/Llama-3.1-70B,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,1.0,0.0,nonGP_reflexive,GP_question
296,meta-llama/Llama-3.1-70B,The jewelry sparkled brightly while the thief hid.,Did the jewelry sparkle brightly?,1.0,0.0,nonGP_reflexive,simple_question
297,meta-llama/Llama-3.1-70B,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,1.0,0.0,nonGP_reflexive,GP_question
298,meta-llama/Llama-3.1-70B,The baby spit up on the bed while Anna dressed.,Did the baby spit up on the bed?,1.0,0.0,nonGP_reflexive,simple_question
299,meta-llama/Llama-3.1-70B,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,1.0,0.0,nonGP_reflexive,GP_question
300,meta-llama/Llama-3.1-70B,The dog barked loudly while the boy washed.,Did the dog bark loudly?,1.0,0.0,nonGP_reflexive,simple_question
301,meta-llama/Llama-3.1-70B,The dog barked loudly while the boy washed.,Did the boy wash the dog?,0.0,1.0,nonGP_reflexive,GP_question
302,meta-llama/Llama-3.1-70B,The horse stood in the stall while the jockey settled down.,Did the horse stand in the stall?,1.0,0.0,nonGP_reflexive,simple_question
303,meta-llama/Llama-3.1-70B,The horse stood in the stall while the jockey settled down.,Did the jockey settle down the horse?,1.0,0.0,nonGP_reflexive,GP_question
304,meta-llama/Llama-3.1-70B,The baby cried softly while the mother undressed.,Did the baby cry softly?,1.0,0.0,nonGP_reflexive,simple_question
305,meta-llama/Llama-3.1-70B,The baby cried softly while the mother undressed.,Did the mother undress the baby?,0.0,1.0,nonGP_reflexive,GP_question
